Hours,zn,cu
2024-01-21 12:00:00,0.36276499,0.43472555
2024-01-21 12:01:00,0.36309210000000003,0.4352365
2024-01-21 12:02:00,0.36341921,0.435701
2024-01-21 12:03:00,0.36374632000000007,0.43621195000000007
2024-01-21 12:04:00,0.36440054000000005,0.43663
2024-01-21 12:05:00,0.36472765,0.4370945
2024-01-21 12:06:00,0.36505476000000003,0.437559
2024-01-21 12:07:00,0.36538187,0.43797705
2024-01-21 12:08:00,0.3657089800000001,0.4383951
2024-01-21 12:09:00,0.36603609000000004,0.43881315000000004
2024-01-21 12:10:00,0.36636320000000006,0.43923120000000004
2024-01-21 12:11:00,0.36701742000000004,0.4396028
2024-01-21 12:12:00,0.36734453,0.43997440000000004
2024-01-21 12:13:00,0.36767164,0.440346
2024-01-21 12:14:00,0.36799875000000004,0.4407176
2024-01-21 12:15:00,0.36799875000000004,0.44104275000000004
2024-01-21 12:16:00,0.36832586,0.44136790000000004
2024-01-21 12:17:00,0.36865297,0.44169305000000003
2024-01-21 12:18:00,0.36898008,0.4420182
2024-01-21 12:19:00,0.36930719,0.44234335
2024-01-21 12:20:00,0.36963429999999997,0.44262205
2024-01-21 12:21:00,0.36963429999999997,0.44290075
2024-01-21 12:22:00,0.36996141,0.44317945
2024-01-21 12:23:00,0.37028851999999995,0.44345815
2024-01-21 12:24:00,0.37061563000000003,0.44369040000000004
2024-01-21 12:25:00,0.37061563000000003,0.44392265000000003
2024-01-21 12:26:00,0.37061563000000003,0.4441549
2024-01-21 12:27:00,0.37094274,0.44438715
2024-01-21 12:28:00,0.37126985,0.44457295
2024-01-21 12:29:00,0.37126985,0.44475875000000004
2024-01-21 12:30:00,0.37159696,0.444991
2024-01-21 12:31:00,0.37159696,0.44513035000000006
2024-01-21 12:32:00,0.37192407,0.44531615
2024-01-21 12:33:00,0.37192407,0.4454555
2024-01-21 12:34:00,0.37225117999999996,0.44559485000000004
2024-01-21 12:35:00,0.37225117999999996,0.4457342
2024-01-21 12:36:00,0.37225117999999996,0.44587355
2024-01-21 12:37:00,0.37257829000000003,0.44596645
2024-01-21 12:38:00,0.37257829000000003,0.44605935
2024-01-21 12:39:00,0.37257829000000003,0.44615225000000003
2024-01-21 12:40:00,0.37257829000000003,0.44624515000000003
2024-01-21 12:41:00,0.3729054,0.4462916
